track_id,track,artist_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
5kci1qV7mn8VeQh5uJFbj9,Space Loneliness,5TGFw78FIV0hLV90O8A7an,Myríad,0.538,0.0818,0,-16.136,0,0.0758,0.925,0.916,0.111,0.148,69.988,5kci1qV7mn8VeQh5uJFbj9,120000,4
4NLCbAGUF1SP8MEE1z51S0,it will be fine,6fJ41pCfWP0xVKvxfQcjbU,next without for,0.651,0.0678,7,-16.14,0,0.107,0.943,0.957,0.111,0.344,163.988,4NLCbAGUF1SP8MEE1z51S0,124375,4
08egHY6Qs39w86pcbyiMAD,caverns,1bbah9s09626gweOzzLbKG,Towerz,0.541,0.248,7,-19.709,0,0.0359,0.744,0.932,0.0943,0.0542,66.976,08egHY6Qs39w86pcbyiMAD,158094,4
2MvRhuXWUMJO7conDnVz97,Yuki,3yu4VilcxpQ6h35vRcemBp,Tenno,0.543,0.363,8,-14.734,1,0.0485,0.896,0.905,0.124,0.0647,128.131,2MvRhuXWUMJO7conDnVz97,140625,4
480VxcEsJioWswoAM8JjEB,Perfect Blend,7EVtRX3E2y1wcAwd2YituJ,Shierro,0.763,0.415,1,-7.19,1,0.0532,0.654,0.862,0.142,0.43,85.152,480VxcEsJioWswoAM8JjEB,124625,4
0pNFktEQz2DVOC1pZ28K4F,Friendly Faces,0Sd0BsazzL4j7U88C3v2iB,Odd Panda,0.645,0.26,4,-17.219,1,0.0569,0.915,0.923,0.0837,0.137,135.93,0pNFktEQz2DVOC1pZ28K4F,162353,4
7o5tomJPSAXGCtZYO3HEZ3,neo,5zFj3SRX2H5iLzWzqJvGVe,HawaiiHockey,0.28,0.248,10,-11.525,1,0.035,0.866,0.903,0.164,0.198,84.651,7o5tomJPSAXGCtZYO3HEZ3,163662,4
6Or5cQUJG1Bb0xJq0lg5yT,"a little anti, a little social",4D8x1OO5HeS7yQaSoSbAc6,"Sarah, the Illstrumentalist",0.76,0.633,0,-7.475,0,0.0372,0.177,0.892,0.107,0.798,91.955,6Or5cQUJG1Bb0xJq0lg5yT,151130,4
0Ag2FDxOVElHuBYn0BDYjQ,Bird Eye,6yUTk9DYrsGPhR8s181E53,LzmD,0.657,0.428,4,-16.363,0,0.123,0.925,0.941,0.0995,0.251,87.947,0Ag2FDxOVElHuBYn0BDYjQ,147273,4
4ADWxy7ycP8yvfYvbKrgro,Long Green,68q8XXsA6PTuUJGRge3sR5,ULMÄR,0.657,0.361,0,-13.265,1,0.0793,0.937,0.894,0.115,0.63,80.002,4ADWxy7ycP8yvfYvbKrgro,172025,4
3SulLcEmLS7c45KMeFpnpZ,Tear Me Apart,7xJqZn92FHmrPc6tdWfDfu,HÖNS,0.809,0.342,9,-15.542,1,0.0696,0.927,0.802,0.23,0.322,151.959,3SulLcEmLS7c45KMeFpnpZ,121579,4
1Fq0VPFph4hIF4971B8and,You Look Pretty,4TiVNrltbnF40ju8ZrCgmG,Sid Southside,0.778,0.477,2,-11.519,0,0.0785,0.966,0.94,0.113,0.524,84.993,1Fq0VPFph4hIF4971B8and,171275,4
06Ij7RjzQTAOyKIkenfAoA,Everything Is Calm,4ocnTp8nDRYItXbkk2vwpN,Wieland & Ulrich,0.67,0.253,2,-15.417,0,0.0374,0.338,0.92,0.102,0.283,89.991,06Ij7RjzQTAOyKIkenfAoA,144213,4
6rHLRiZ8YYwO03he7OJQU2,Autumn Air,0GE8ydB4Bg776B35TRKm52,Jorick,0.7,0.414,1,-9.783,1,0.0675,0.035,0.818,0.132,0.176,154.025,6rHLRiZ8YYwO03he7OJQU2,139440,4
7m7yVthruWNGZ6WkvJnjxo,Dont Go,3JBqMhMwu7mQz9onsWHdsl,Avenue Arts,0.604,0.123,0,-15.761,1,0.0324,0.907,0.946,0.107,0.0459,74.984,7m7yVthruWNGZ6WkvJnjxo,118735,4
4tdzoOabbIog8LgFQEVZpv,Midnight Vibes,7a8SlbNNbqQW2kXkoGlkr2,RC Jay,0.656,0.271,9,-12.363,0,0.152,0.497,0.89,0.11,0.354,180.055,4tdzoOabbIog8LgFQEVZpv,130833,4
476oazZv3c5b3I8vwJAGZ5,The Next Stop Is,77PPAf37R11s5IiWFGYP3m,Sugar Coast,0.468,0.345,1,-10.336,1,0.0661,0.937,0.892,0.108,0.542,79.644,476oazZv3c5b3I8vwJAGZ5,151566,4
2pbNxwPO7CIgRTiwiuEvTN,city signs,128lWCKxWAbFjrQaTDviJt,rec.X,0.761,0.266,11,-14.216,0,0.0418,0.665,0.936,0.113,0.297,132.107,2pbNxwPO7CIgRTiwiuEvTN,119579,4
2fqGIW69iH9zPtwTHVcLMM,sofa pretty good,4pJaZjlxYyUVQLeVg0aP40,Cherrygroove,0.766,0.468,7,-9.383,1,0.343,0.253,0.753,0.103,0.22,180.004,2fqGIW69iH9zPtwTHVcLMM,121500,4
389TtRJoTkbZ8VtGkt22iC,Proud,4vUekBx2RSM0U87RLJl1pL,SPEERMINT,0.792,0.305,10,-6.832,0,0.0628,0.873,0.953,0.11,0.502,143.979,389TtRJoTkbZ8VtGkt22iC,136732,4
1ivNmhq0yeZEskleFpDqeL,Comfort,7HSBpX7fVOinHb9CNcL6Qe,BIDØ,0.601,0.0665,1,-23.972,0,0.0306,0.534,0.902,0.107,0.039,65.005,1ivNmhq0yeZEskleFpDqeL,129264,4
70hHzMEeNshCpPdLKJQZPj,Flexible Funk,0m4sYqkyOznjEKxEEeLLkL,WX//CLTV,0.601,0.635,0,-13.131,1,0.0434,0.71,0.833,0.118,0.401,91.978,70hHzMEeNshCpPdLKJQZPj,94428,4
0Iu9uuTyFis6muasxFY7cV,Blvck Kat,7HjuawVefxsnyB9JVrJQcA,lowerkaze,0.648,0.45,6,-8.904,0,0.147,0.722,0.797,0.132,0.582,86.057,0Iu9uuTyFis6muasxFY7cV,196744,4
2hm1fDCEshDF9cR02ruyWq,Trip walkin,7mKovR2MtFaB4qRQhfzcSx,Surdég Broed,0.771,0.277,8,-9.14,0,0.103,0.833,0.882,0.104,0.547,82.173,2hm1fDCEshDF9cR02ruyWq,137627,4
6CxVGgxFnIIqKmZGHxWxDK,surf & turf,19MFUmiYwTLD77ECnzbVWa,Mathis,0.883,0.314,9,-10.57,0,0.497,0.785,0.765,0.111,0.26,75.011,6CxVGgxFnIIqKmZGHxWxDK,141300,4
3gF4gVrbTHmkOYv5pi3YMU,waiting,5zFj3SRX2H5iLzWzqJvGVe,HawaiiHockey,0.691,0.108,7,-11.181,1,0.0361,0.969,0.918,0.106,0.102,91.006,3gF4gVrbTHmkOYv5pi3YMU,170110,4
2I9KLecFGk6rKauCvN6eME,"kick it back, kid",6iJBPhaUkwdsG9QPc6qcEz,meadowzz,0.687,0.405,0,-14.127,1,0.0339,0.935,0.931,0.105,0.0393,110.075,2I9KLecFGk6rKauCvN6eME,185397,4
30VyqwDufoHJrOWBbrnZVq,L.B.H.U,3et29OiPwxHluj9q2w4g5b,Zonyo,0.374,0.139,10,-16.176,1,0.0395,0.634,0.916,0.0982,0.175,37.489,30VyqwDufoHJrOWBbrnZVq,208000,4
2kqlD6qDW2lEneH0JiJWkW,Clowder,4C3SNUywRgMgWvve6Q7uxM,Stereo Fear,0.735,0.313,8,-14.319,0,0.0979,0.445,0.899,0.107,0.592,90.028,2kqlD6qDW2lEneH0JiJWkW,140000,4
06BDQ2YVx9jQyMGyl4nT09,snowcovered dreams,7ohcHbkvz2jK6SHSm7dlKu,Dreamy Kid,0.642,0.364,8,-11.519,0,0.062,0.932,0.872,0.111,0.215,84.97,06BDQ2YVx9jQyMGyl4nT09,102059,4
369868LXnMYEMz7qkOfYRV,Spring again,0LpzTJIg9AOD4ix4dsRRlf,Flawless Delivery,0.724,0.613,7,-6.834,1,0.288,0.727,0.127,0.135,0.426,159.963,369868LXnMYEMz7qkOfYRV,151500,4
07B5jrUOKWraSjvL0Dzm4H,Radish Style,6TsSBSisvQYCupsHmXe1iK,URCHN,0.729,0.61,5,-7.654,1,0.0614,0.695,0.903,0.106,0.0791,89.016,07B5jrUOKWraSjvL0Dzm4H,134831,4
3YS7RZ6Y6K4GkSEGeiZ7MI,Winter,5T0wPeBVC0F7uEbIr8JKE5,twuan,0.697,0.207,7,-12.669,1,0.115,0.727,0.74,0.11,0.931,79.961,3YS7RZ6Y6K4GkSEGeiZ7MI,94293,4
5o2LI57RSl9rQpf9KIs7s4,Team Burden,4EOKoMTIR7K71Skv7gAmgS,Platinum Dust,0.689,0.435,2,-9.522,1,0.0708,0.0181,0.0841,0.202,0.364,77.027,5o2LI57RSl9rQpf9KIs7s4,110776,4
7pawJCUMhambr79ohofk0A,No Signal,7MZx3uoMDM7wE8An0kdHwa,Nosmoh,0.663,0.496,3,-11.143,1,0.0727,0.906,0.835,0.383,0.411,76.013,7pawJCUMhambr79ohofk0A,150001,1
1rfz8agfjrpNkMYbtLPvoU,Rutine,6x5HLaMcoxaULXpgN0NJbb,Flughand,0.814,0.246,8,-12.323,0,0.17,0.256,0.939,0.0987,0.88,86.006,1rfz8agfjrpNkMYbtLPvoU,93920,4
2MUyfYFjFfoHmQ1LnsNOU0,Softly Spoken,6Amqc7UjJa19q4jrfAHA77,Flavors,0.67,0.269,8,-13.85,1,0.118,0.648,0.905,0.211,0.3,154.028,2MUyfYFjFfoHmQ1LnsNOU0,132015,4
0iTZSbxozdf64p3ozCo8d5,Walking Through The Stars,4nQdWcfYHVmyqUGc3WBaFX,Lo-Fi Tigers,0.719,0.156,9,-16.309,1,0.0437,0.735,0.875,0.11,0.131,79.263,0iTZSbxozdf64p3ozCo8d5,116364,4
5H8xzOlex54SRwYUBd7wkR,Book Room,5j5qAA1DTYRbbk8g72F6dT,Melt On,0.708,0.566,1,-7.755,0,0.0333,0.721,0.946,0.108,0.609,160.044,5H8xzOlex54SRwYUBd7wkR,105000,4
5Mz7BteoFe1ltcaVjjuCWQ,Hakone,2jqODWgHJI8JDjZOyf7Xy4,ARISU,0.764,0.444,8,-7.201,0,0.0494,0.896,0.854,0.115,0.34,150.048,5Mz7BteoFe1ltcaVjjuCWQ,153617,4
0iGfk7XZl6YCXEsHNGOuYc,Cravings,1uh7yj65IDzULZWYH0MGk3,HariboY,0.663,0.287,1,-14.462,0,0.0439,0.967,0.517,0.0987,0.311,89.972,0iGfk7XZl6YCXEsHNGOuYc,96090,4
2bcwdq26TGOyEFRINRbvg5,Virtue,18w0RnrEkEovXUeERXyD6q,Tohaj,0.687,0.537,5,-8.775,0,0.107,0.281,0.901,0.0926,0.26,172.012,2bcwdq26TGOyEFRINRbvg5,161292,4
2i0fkV4Sly4EUwyc5W8KSJ,Mothers,6kMQXQHnSoU416PTFgiCQn,Rez Tiller,0.743,0.201,10,-15.814,0,0.0509,0.466,0.831,0.101,0.36,73.978,2i0fkV4Sly4EUwyc5W8KSJ,126486,4
2vETyRzz3gDtUX9eCIfty8,Grateful,5p9gjkZcT07UNRL5nW6TE9,goldenfleece,0.749,0.0987,8,-15.314,1,0.0793,0.729,0.843,0.131,0.243,80.001,2vETyRzz3gDtUX9eCIfty8,145093,4
2NfYGGT3WSkCOS7DiKDGtH,home for dinner,5vyWkHZrsvbjPskzIatoFg,Flacvih,0.61,0.233,11,-12.998,1,0.0546,0.878,0.947,0.0897,0.398,79.831,2NfYGGT3WSkCOS7DiKDGtH,133500,4
05YqDqYKwBiwlZp45DEbYV,Morning Light,1YHFdanyCXr7QH2yK5g1Lm,MAS,0.844,0.537,11,-8.056,1,0.252,0.131,0.925,0.105,0.764,170.157,05YqDqYKwBiwlZp45DEbYV,112444,4
6MJaGYxLkDhgXyLn3vpDXL,Mandy,1XWIY6lvgEpKAIPNOK2CjO,Relyae,0.755,0.65,7,-12.61,1,0.0537,0.434,0.915,0.107,0.363,86.007,6MJaGYxLkDhgXyLn3vpDXL,101414,4
7Kg3YSa4bilbvyFRSWScG0,Sunrise,2aGZ09xbqrkGKqDLMFl9r2,Clipsheet,0.603,0.364,3,-10.006,0,0.0814,0.951,0.891,0.0986,0.15,110.466,7Kg3YSa4bilbvyFRSWScG0,103986,3
22G8oUmXRTplP0JSkyCyac,Record Collection,73wiYU4PA3rTJ6Bu9clbfS,No Catch,0.607,0.216,11,-18.784,1,0.0354,0.953,0.917,0.0943,0.421,80.015,22G8oUmXRTplP0JSkyCyac,112500,4
4pBuxxACkmrNGuqtKr2OcS,Glass Walls,5vlfXqlvWlApabRM1h97jF,Raj,0.855,0.287,11,-9.618,0,0.215,0.898,0.836,0.103,0.525,79.98,4pBuxxACkmrNGuqtKr2OcS,136537,4
6zflxqdtATYTIWGoOQKZZv,Pacific Highway,4tFyFMcMdlqK8b4RoADlS2,Homson,0.755,0.406,4,-11.509,0,0.0574,0.759,0.801,0.105,0.405,90.035,6zflxqdtATYTIWGoOQKZZv,138663,4
7IyEEL1KDqD03LWugKhStO,Laundry Day,5Y2wHchGaDlDsk9FPC0YSE,Kid Kio,0.683,0.266,8,-11.348,1,0.059,0.726,0.672,0.117,0.19,155.321,7IyEEL1KDqD03LWugKhStO,112308,4
78UReAy4qkm88WkJo7Uu9M,Say Yacht,7q0bttnSm6LD4zu9RoPEkz,Dualizm,0.753,0.157,3,-9.921,0,0.0741,0.797,0.878,0.459,0.767,84.977,78UReAy4qkm88WkJo7Uu9M,110666,4
3OjultkM3CXtK0JFmCO5Ux,Don’t Forget Me,3dENObUHDNLm5lxRoPn2p1,Popcorn Trees,0.915,0.268,1,-10.684,0,0.1,0.626,0.74,0.0913,0.229,89.984,3OjultkM3CXtK0JFmCO5Ux,109333,4
1DM6OEWbOSsaL0eDMQBmhV,Your Vibe,2oIGzku5w8Rj3SOFLhShBO,Lofi Lucy,0.831,0.287,6,-14.019,1,0.0565,0.822,0.421,0.121,0.553,109.988,1DM6OEWbOSsaL0eDMQBmhV,87886,4
224u5HmiQxK7tQLWrFGdrF,Crystals,19K0OLGUGXU9PGvbJ2aAHn,Mike Oliver,0.745,0.374,10,-11.203,0,0.0564,0.397,0.905,0.105,0.636,79.999,224u5HmiQxK7tQLWrFGdrF,127579,4
5qq7KECX28pBbnR1h938jV,Candy Shop,1LkPLzQZg2M4H0XUWDaclS,Hey Aura,0.687,0.543,7,-6.468,1,0.081,0.924,0.859,0.102,0.503,169.959,5qq7KECX28pBbnR1h938jV,139059,4
30eLFH6K8Dro6bUQ6hGvrl,transient beach,74bY9Mn9CdYFwFSkoDDxmP,gnerf,0.714,0.507,0,-8.735,1,0.0475,0.552,0.84,0.177,0.336,73.992,30eLFH6K8Dro6bUQ6hGvrl,147568,4
4J98BDXw9nFDF044SgAYfC,akalla,6DvLO2WJYRMtUD9oiyFcJR,abel gecco,0.662,0.186,0,-16.102,1,0.0399,0.916,0.902,0.126,0.284,80.021,4J98BDXw9nFDF044SgAYfC,143999,4
2S8x2UmgZFqGNPQxe2zLL4,Longing Beats,5sTFuoodmdQo8VONj2XL4z,Dustin Pierce,0.783,0.351,9,-14.93,0,0.0811,0.786,0.936,0.102,0.244,150.01,2S8x2UmgZFqGNPQxe2zLL4,142344,4
2LjUTOfZNTXuNfFZbhEdoA,What Matters,4oAJgYdsGm7zkJgZTCPA0a,Vancgroover,0.744,0.253,8,-11.841,1,0.13,0.95,0.935,0.105,0.321,160.016,2LjUTOfZNTXuNfFZbhEdoA,114000,4
5VIoufGcyqXo72pOzExVBV,never ending,78mSJYNRn1B36OJL4RPKNo,Fax Farin,0.737,0.245,1,-8.677,0,0.173,0.465,0.833,0.093,0.336,80.951,5VIoufGcyqXo72pOzExVBV,108960,4
57JRVNAO9gTmmLVIlkqibb,Cosmetics,7JHrK8hjsA4ndEFOU8hN9O,Mr Zakky,0.704,0.202,1,-12.599,0,0.101,0.711,0.919,0.104,0.568,147.965,57JRVNAO9gTmmLVIlkqibb,104595,4
3PQEhclz2qMuapq7d7pkYc,Sunwalker,7e6kFvhiwoYl3HM4ewsGOg,Meryl Street,0.632,0.379,6,-8.767,1,0.119,0.57,0.773,0.121,0.407,69.708,3PQEhclz2qMuapq7d7pkYc,141075,4
2AK8kyq8K9OpoB2lT0H86q,Bamboo,5AMJNJ5AEsjYybY4u2tJ3D,El Pel,0.617,0.334,1,-16.332,1,0.0454,0.737,0.957,0.0956,0.16,84.023,2AK8kyq8K9OpoB2lT0H86q,142857,4
1cOQS9uGWr6LzyeL9f1J4T,no worriezz,4EQ0a6RygiHzb95fmQYc72,uniqlesse,0.668,0.648,1,-6.316,1,0.107,0.592,0.837,0.0889,0.411,169.911,1cOQS9uGWr6LzyeL9f1J4T,150059,4
6JTxe3SbPx9C2tMXCpYCxv,Liberica drops,5vud9meb096x8pcNKiGDAm,lowerful,0.677,0.324,9,-10.9,0,0.0599,0.79,0.911,0.218,0.079,82.015,6JTxe3SbPx9C2tMXCpYCxv,167561,4
1xpX1C5rAiRiZboENqrxdb,Down the street,2Pi1SjVtZboevr4pxULaLb,SlowFly,0.885,0.188,0,-13.026,1,0.0873,0.247,0.882,0.11,0.253,77.29,1xpX1C5rAiRiZboENqrxdb,152233,4
6xvNZaAEtO0GqqdHi5CxOt,Disintegrate,4rhZUbGllLmyrhbB9g2ZbX,Timothy Infinite,0.692,0.494,3,-9.938,0,0.137,0.696,0.649,0.0996,0.428,80.019,6xvNZaAEtO0GqqdHi5CxOt,134125,4
6CY9Zcmxx1ejM8zLZ6zZt2,Call It A Day,4JbwJg5Mu77ekuiROGPXdF,Mwuah,0.582,0.413,2,-9.321,1,0.0463,0.77,0.813,0.153,0.204,79.993,6CY9Zcmxx1ejM8zLZ6zZt2,139125,4
0w7ZNAfkAlWkLk1eGeAUfw,Bebop drop,59tLQ8AXKT9z2gziMX8HWu,Redmoo,0.73,0.408,5,-13.257,0,0.332,0.835,0.298,0.202,0.498,90.052,0w7ZNAfkAlWkLk1eGeAUfw,128000,4
5AOVlBVKca5uYJ18Q29U6D,Fade,4gJj9oQfNWsfgwKYeUdlCe,Vanilla Beach,0.775,0.343,2,-12.83,1,0.134,0.913,0.831,0.585,0.461,85.05,5AOVlBVKca5uYJ18Q29U6D,185647,4
6QwKvEiS7g4ZmwEcTv0ZVj,disclosure,7Fh3GA8Ca6rtEumfW4hFuW,agirlhasnofame,0.7,0.244,0,-9.6,1,0.127,0.902,0.911,0.104,0.317,89.987,6QwKvEiS7g4ZmwEcTv0ZVj,130667,4
2ZhjgwoeBKVvfktIdGs7jg,Mellowly,6dgSiYNST9AWofoxzLI9q0,Noah Park,0.614,0.435,5,-8.464,0,0.0291,0.725,0.809,0.149,0.256,84.986,2ZhjgwoeBKVvfktIdGs7jg,138529,4
09F4NbaDx67AaQdukx5tIw,Mistle,5voSeB7AkXaFy0akWb5w3U,furozun,0.598,0.206,4,-12.037,0,0.0434,0.321,0.892,0.259,0.251,145.005,09F4NbaDx67AaQdukx5tIw,136552,4
4BiiiOiilAEgCkeynf3hlC,Shapes,14mNenIi1W5u68fvDTd7ES,K9 Division,0.63,0.357,9,-14.693,0,0.0361,0.381,0.858,0.111,0.184,82.03,4BiiiOiilAEgCkeynf3hlC,114329,4
201Uk2CZF6aJTSYDE307i3,No Saintz,0mDo37vCl8CEDEIhuBMr6x,Blue Zombie,0.387,0.166,5,-13.42,0,0.101,0.855,0.904,0.119,0.317,170.124,201Uk2CZF6aJTSYDE307i3,112941,4
7KfZjncXfzdNA1Gmn7jkJu,Strike Soft Strike Slow,7faG8ojwSoTVGP32Q2GxGj,Party Of Six,0.513,0.33,5,-15.987,1,0.0418,0.976,0.931,0.135,0.349,156.019,7KfZjncXfzdNA1Gmn7jkJu,114636,4
0xu4nHvp3S4wVFc685Z9EY,Between The Lines,0dNux2V8fLK0d4fyqwU5iZ,Wasted Glitter,0.738,0.63,6,-9.907,0,0.0332,0.235,0.894,0.265,0.603,89.995,0xu4nHvp3S4wVFc685Z9EY,122667,4
1yXAd2cV8iuryyrrfe7I73,Fade To Dawn,4sh66zMHXR6pqwSnw82Tdj,Maudii,0.681,0.239,9,-10.397,0,0.0472,0.9,0.936,0.109,0.172,85.985,1yXAd2cV8iuryyrrfe7I73,145116,4
4ZsI2orhFDadedp84ZXOIl,Tune Out,0lHDsHD5CqzIcgnW7icG6p,logan finneas,0.722,0.19,8,-11.467,1,0.113,0.927,0.878,0.103,0.527,80.029,4ZsI2orhFDadedp84ZXOIl,133020,4
2qi8vHk6pTOB5mbOPd8TlS,Hopes n' Lusts,6oGyihO2387JNURS8U5Olg,Wezley Wiz,0.739,0.226,0,-15.118,0,0.0332,0.829,0.685,0.0985,0.339,120.07,2qi8vHk6pTOB5mbOPd8TlS,132000,4
4fbZjDV5jrlnJgche5lZBj,Early Grey,7tZMN6RonZwh9uUI3zdDgT,Blank x Blank,0.622,0.465,5,-7.526,1,0.235,0.912,0.93,0.111,0.547,112.586,4fbZjDV5jrlnJgche5lZBj,156290,3
07MevDm9VaIB6YQHYFzwNC,Hazel Eyes,4TiVNrltbnF40ju8ZrCgmG,Sid Southside,0.694,0.192,6,-12.407,0,0.0305,0.763,0.903,0.0741,0.182,144.009,07MevDm9VaIB6YQHYFzwNC,146667,4
2AG1nSGB6J9xEQOIm1Dyc8,glossy window,75RGXEBlI9OL7jBSMlf12W,7th Indigo,0.702,0.178,0,-11.559,1,0.0449,0.923,0.92,0.111,0.204,67.0,2AG1nSGB6J9xEQOIm1Dyc8,130746,4
079qxR6tndFavZsUUqP6eD,Take Away,6V1fTn88dig3TPy2TXuZ61,Under Surface Express,0.806,0.565,9,-9.411,0,0.0649,0.32,0.905,0.109,0.378,113.417,079qxR6tndFavZsUUqP6eD,111529,5
1aCmZg6HwQYqjDSFQUa9Cu,Letcho Leche,1C27Xf98f6Q2BwqMOHCRWG,Friday Colors,0.768,0.414,2,-11.446,0,0.0548,0.551,0.924,0.109,0.344,160.088,1aCmZg6HwQYqjDSFQUa9Cu,151578,4
1rdW6qZOPxDIRTTbvbhfRc,aight,12HMurN87aQV1xBcqfcjnL,pipetiger,0.887,0.248,1,-11.595,1,0.253,0.381,0.873,0.0905,0.273,80.062,1rdW6qZOPxDIRTTbvbhfRc,118098,4
3MfEbk1mY9pbKQwYZ8X768,All For You,3QYJVt9IC6TvA0n6xsRvNK,Boxi Docks,0.7,0.117,0,-16.173,0,0.0526,0.834,0.913,0.112,0.0673,73.04,3MfEbk1mY9pbKQwYZ8X768,105950,4
4deGzlKPFGSRCNwz4JAoGg,Amu,3UERyQ4VEbAEy8qfc6OwvU,Ahe Bane,0.782,0.386,6,-8.925,1,0.414,0.745,0.947,0.111,0.298,166.06,4deGzlKPFGSRCNwz4JAoGg,138795,4
6HyECvfMgS1SfMMnz1fJjG,Issa thang,5RNTB5zF7ep1Eyu2VunrKI,Moodster,0.416,0.0628,5,-17.173,0,0.0833,0.955,0.894,0.114,0.478,210.102,6HyECvfMgS1SfMMnz1fJjG,140844,3
1CP8ak51uQUi1G3MwBCYFk,going home,1eKUGFWkjbCNgqzmEkUpq4,Major 7th,0.754,0.374,5,-10.723,1,0.0323,0.845,0.942,0.134,0.345,132.039,1CP8ak51uQUi1G3MwBCYFk,123000,4
1vGQOxqFAlGJdyGRhcN8y9,Where Were You,1ZpSXCUCMP3E5GPFmI1VMc,Jonny Where How,0.873,0.38,11,-11.476,1,0.0583,0.504,0.848,0.1,0.184,90.028,1vGQOxqFAlGJdyGRhcN8y9,157333,4
2JGKpdMtspPxONj1xJYwS1,Purified Soul,1Op6kjtkZu2Yqx5UprLQVt,Henry Lowe,0.689,0.393,8,-12.39,1,0.0388,0.923,0.955,0.11,0.224,119.937,2JGKpdMtspPxONj1xJYwS1,192000,4
6SMu9pzCeYtNd5JBdmycQr,Far Far Away,3yH3UFanIqAoYmtq7uFW4w,Nelly Lang,0.699,0.154,10,-14.583,0,0.037,0.697,0.887,0.134,0.136,77.904,6SMu9pzCeYtNd5JBdmycQr,111546,4
1o0sTvsEd5nIx3kFHtDXeP,gramophone groove,4VO2SFvePDZLXlr7W1EJlu,nuttin,0.739,0.199,5,-15.632,0,0.111,0.823,0.545,0.115,0.332,87.987,1o0sTvsEd5nIx3kFHtDXeP,132706,4
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),0jnsk9HBra6NMjO2oANoPY,Flo Rida,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,6ebkx7Q5tTxrCxKq4GYj0Y,234560,4
6LUOMjoORvAkdhBYvESO46,Move Your Body - Alan Walker Remix,5WUlDfRSoLAfcVSX1WnrxN,Sia,0.636,0.789,10,-4.905,0,0.0892,0.0834,0.000896,0.391,0.4,128.028,6LUOMjoORvAkdhBYvESO46,217907,4
3mruwwpKfG5NYmnEr6O5Dw,Post Malone (feat. RANI) - VIZE Remix,20gsENnposVs2I4rQ5kvrf,Sam Feldt,0.687,0.887,7,-4.97,1,0.0564,0.00438,0.00629,0.172,0.345,124.017,3mruwwpKfG5NYmnEr6O5Dw,154839,4
19TOAlTFq0NDHvUPQR0tkr,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,0.845,0.766,2,-5.727,0,0.0658,0.212,0.0,0.111,0.782,114.054,19TOAlTFq0NDHvUPQR0tkr,195924,4
3hbi5zXAgQt0Z9V5JSOnCe,Everybody Wants To Party,4cdyqaBREB68H77QKCrKP1,Dubdogz,0.72,0.858,0,-5.657,1,0.0314,0.000307,0.692,0.0932,0.565,124.001,3hbi5zXAgQt0Z9V5JSOnCe,184839,4
2Tl5fhF4itz5VeXHRVGIO5,Unholy (feat. Kim Petras) - Disclosure Remix,2wY79sveU1sp5g7SokKOiI,Sam Smith,0.736,0.783,1,-6.765,1,0.0504,0.00476,0.0055,0.343,0.179,127.998,2Tl5fhF4itz5VeXHRVGIO5,234411,4
2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,02A3cEvlLLCbIMVDrK2GHV,Starley,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,2L6orAlH8tBhiFTumIfMyF,222041,4
7gEbuXht8gYcA5OdN9zUpy,I'll Be There - Cahill Remix,4ScCswdRlyA23odg9thgIO,Jess Glynne,0.595,0.887,7,-3.607,1,0.0387,0.00198,3.91e-05,0.0518,0.571,124.073,7gEbuXht8gYcA5OdN9zUpy,183992,4
1mzGywacjpeik00PVLBPpF,All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,5y2Xq6xcjJb2jVM54GHK3t,John Legend,0.606,0.72,5,-6.253,0,0.0283,0.000149,0.00165,0.0745,0.178,127.985,1mzGywacjpeik00PVLBPpF,251613,4
6J7WMB5GII6pEOzy687jhO,Beautiful People (feat. Khalid) - NOTD Remix,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,0.702,0.794,3,-5.913,1,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,6J7WMB5GII6pEOzy687jhO,162081,4
2Sy2oGjP5RYB4cLVoDU0Gz,Delicate - Seeb Remix,06HL4z0CvFAxyc27GXpf02,Taylor Swift,0.68,0.821,0,-3.77,1,0.041,0.0956,0.00315,0.0826,0.571,105.986,2Sy2oGjP5RYB4cLVoDU0Gz,173266,4
5UJshy5HDHdNEVqlJwzsQB,Versace on the Floor (Bruno Mars vs. David Guetta),0du5cEVh5yTK9QJze8zA0C,Bruno Mars,0.747,0.701,2,-4.902,1,0.0429,0.108,0.0,0.0712,0.589,100.012,5UJshy5HDHdNEVqlJwzsQB,228300,4
44FAj28ivN0HJ0xVYwQ9nL,S&M Remix,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,0.824,0.806,1,-3.438,1,0.0509,0.0506,0.0,0.0535,0.894,127.961,44FAj28ivN0HJ0xVYwQ9nL,257293,4
